2025-01-02,22.51
2025-01-03,22.48
2025-01-06,23.2
2025-01-07,23.49
2025-01-08,24.3
2025-01-09,24.0
2025-01-10,23.91
2025-01-13,23.43
2025-01-14,24.22
2025-01-15,24.4
2025-01-16,24.53
2025-01-17,24.44
2025-01-20,24.31
2025-01-21,24.42
2025-01-22,24.29
2025-01-23,24.7
2025-01-24,24.68
2025-01-27,25.18
2025-02-05,24.53
2025-02-06,24.21
2025-02-07,24.04
2025-02-10,24.08
2025-02-11,24.06
2025-02-12,24.29
2025-02-13,24.56
2025-02-14,24.33
2025-02-17,23.81
2025-02-18,24.02
2025-02-19,23.53
2025-02-20,23.8
2025-02-21,23.53
2025-02-24,23.2
2025-02-25,22.71
2025-02-26,22.83
2025-02-27,23.19
2025-02-28,23.08
2025-03-03,23.06
2025-03-04,23.31
2025-03-05,23.44
2025-03-06,23.39
2025-03-07,23.45
2025-03-10,22.99
2025-03-11,22.96
2025-03-12,23.16
2025-03-13,23.65
2025-03-14,24.6
2025-03-17,24.48
2025-03-18,24.28
2025-03-19,25.47
2025-03-20,24.97
2025-03-21,24.79
2025-03-24,24.7
2025-03-25,25.2
2025-03-26,25.0
2025-03-27,25.2
2025-03-28,25.15
2025-03-31,24.62
2025-04-01,24.38
2025-04-02,24.61
2025-04-03,24.16
2025-04-07,22.06
2025-04-08,22.37
2025-04-09,22.16
2025-04-10,22.7
2025-04-11,22.48
2025-04-14,22.69
2025-04-15,22.89
2025-04-16,23.32
2025-04-17,23.26
2025-04-18,23.4
2025-04-21,23.03
2025-04-22,23.17
2025-04-23,23.28
2025-04-24,23.63
2025-04-25,23.54
2025-04-28,23.76
2025-04-29,23.05
2025-04-30,22.7
2025-05-06,22.83
2025-05-07,23.08
2025-05-08,23.77
2025-05-09,24.06
2025-05-12,24.12
2025-05-13,24.28
2025-05-14,25.12
2025-05-15,25.01
2025-05-16,25.03
2025-05-19,24.78
2025-05-20,25.17
2025-05-21,25.95
2025-05-22,25.91
2025-05-23,25.84
2025-05-26,25.86
2025-05-27,25.73
2025-05-28,25.58
2025-05-29,25.3
2025-05-30,25.51
2025-06-03,26.02
2025-06-04,25.61
2025-06-05,25.44
2025-06-06,25.42
2025-06-09,25.35
2025-06-10,25.4
2025-06-11,25.66
2025-06-12,25.86
2025-06-13,25.41
2025-06-16,25.54
2025-06-17,25.41
2025-06-18,25.53
2025-06-19,25.34
2025-06-20,25.55
2025-06-23,25.67
2025-06-24,26.03
2025-06-25,26.85
2025-06-26,27.42
2025-06-27,26.63
2025-06-30,26.16
2025-07-01,26.63
2025-07-02,27.2
2025-07-03,27.04
2025-07-04,27.29
2025-07-07,27.0
2025-07-08,26.87
2025-07-09,26.9
2025-07-10,27.62
2025-07-11,27.02
2025-07-14,26.88
2025-07-15,26.71
2025-07-16,26.47
2025-07-17,26.39
2025-07-18,26.68
2025-07-21,27.03
2025-07-22,27.19
2025-07-23,27.26
2025-07-24,26.94
2025-07-25,28.64
2025-07-28,29.05
2025-07-29,28.63
2025-07-30,28.29
2025-07-31,27.57
2025-08-01,28.18
2025-08-04,27.92
2025-08-05,28.19
2025-08-06,28.62
2025-08-07,28.64
2025-08-08,28.41
2025-08-11,27.98
2025-08-12,28.19
2025-08-13,27.88
2025-08-14,27.84
2025-08-15,27.8
2025-08-18,27.7
2025-08-19,27.46
2025-08-20,27.58
2025-08-21,27.86
2025-08-22,27.62
2025-08-25,28.28
2025-08-26,28.04
2025-08-27,27.68
2025-08-28,27.99
2025-08-29,27.92
2025-09-01,28.22
2025-09-02,28.68
2025-09-03,27.9
2025-09-04,27.94
2025-09-05,28.43
2025-09-08,28.38
2025-09-09,29.01
2025-09-10,28.43
2025-09-11,28.4
2025-09-12,27.89
2025-09-15,27.54
2025-09-16,27.01
2025-09-17,26.73
2025-09-18,26.48
2025-09-19,26.45
