2025-01-02,99.95
2025-01-03,97.88
2025-01-06,97.53
2025-01-07,101.28
2025-01-08,100.0
2025-01-09,99.34
2025-01-10,99.92
2025-01-13,99.13
2025-01-14,104.1
2025-01-15,101.92
2025-01-16,101.17
2025-01-17,102.0
2025-01-20,104.21
2025-01-21,105.98
2025-01-22,107.59
2025-01-23,105.7
2025-01-24,106.69
2025-01-27,104.85
2025-02-05,109.9
2025-02-06,112.84
2025-02-07,116.37
2025-02-10,117.6
2025-02-11,122.23
2025-02-12,134.46
2025-02-13,135.2
2025-02-14,135.07
2025-02-17,135.35
2025-02-18,142.7
2025-02-19,156.97
2025-02-20,152.03
2025-02-21,156.99
2025-02-24,149.06
2025-02-25,146.28
2025-02-26,147.56
2025-02-27,146.98
2025-02-28,140.91
2025-03-03,141.79
2025-03-04,142.5
2025-03-05,144.17
2025-03-06,146.13
2025-03-07,144.01
2025-03-10,144.15
2025-03-11,141.61
2025-03-12,140.0
2025-03-13,136.34
2025-03-14,138.81
2025-03-17,139.38
2025-03-18,139.8
2025-03-19,139.23
2025-03-20,137.1
2025-03-21,135.15
2025-03-24,135.35
2025-03-25,133.15
2025-03-26,132.77
2025-03-27,133.23
2025-03-28,132.57
2025-03-31,131.89
2025-04-01,132.83
2025-04-02,133.12
2025-04-03,129.38
2025-04-07,116.44
2025-04-08,114.43
2025-04-09,118.94
2025-04-10,122.23
2025-04-11,128.19
2025-04-14,125.83
2025-04-15,122.99
2025-04-16,123.44
2025-04-17,121.64
2025-04-18,121.52
2025-04-21,123.95
2025-04-22,121.98
2025-04-23,123.05
2025-04-24,120.94
2025-04-25,121.1
2025-04-28,121.52
2025-04-29,127.61
2025-04-30,130.76
2025-05-06,134.36
2025-05-07,130.93
2025-05-08,130.54
2025-05-09,129.92
2025-05-12,131.1
2025-05-13,130.43
2025-05-14,131.52
2025-05-15,127.24
2025-05-16,127.95
2025-05-19,127.42
2025-05-20,130.83
2025-05-21,129.91
2025-05-22,132.32
2025-05-23,129.38
2025-05-26,128.02
2025-05-27,126.08
2025-05-28,125.66
2025-05-29,127.35
2025-05-30,123.82
2025-06-03,123.82
2025-06-04,127.34
2025-06-05,131.77
2025-06-06,131.57
2025-06-09,129.19
2025-06-10,125.92
2025-06-11,126.24
2025-06-12,124.82
2025-06-13,123.73
2025-06-16,125.11
2025-06-17,124.22
2025-06-18,124.99
2025-06-19,125.53
2025-06-20,123.82
2025-06-23,123.05
2025-06-24,125.42
2025-06-25,127.75
2025-06-26,125.51
2025-06-27,126.92
2025-06-30,126.85
2025-07-01,126.88
2025-07-02,123.85
2025-07-03,124.48
2025-07-04,123.23
2025-07-07,122.41
2025-07-08,124.51
2025-07-09,122.73
2025-07-10,122.63
2025-07-11,123.01
2025-07-14,123.03
2025-07-15,122.13
2025-07-16,122.01
2025-07-17,121.73
2025-07-18,124.93
2025-07-21,124.32
2025-07-22,124.37
2025-07-23,124.13
2025-07-24,125.0
2025-07-25,125.89
2025-07-28,124.43
2025-07-29,124.31
2025-07-30,123.16
2025-07-31,120.52
2025-08-01,118.79
2025-08-04,118.87
2025-08-05,120.93
2025-08-06,120.68
2025-08-07,120.35
2025-08-08,118.7
2025-08-11,119.37
2025-08-12,120.02
2025-08-13,123.64
2025-08-14,122.29
2025-08-15,123.23
2025-08-18,127.84
2025-08-19,125.17
2025-08-20,128.63
2025-08-21,129.25
2025-08-22,136.22
2025-08-25,136.47
2025-08-26,141.97
2025-08-27,138.72
2025-08-28,142.26
2025-08-29,142.59
2025-09-01,144.56
2025-09-02,137.29
2025-09-03,135.4
2025-09-04,128.07
2025-09-05,131.41
2025-09-08,135.34
2025-09-09,131.12
2025-09-10,130.63
2025-09-11,134.4
2025-09-12,135.4
2025-09-15,137.95
2025-09-16,140.52
2025-09-17,142.33
2025-09-18,143.61
2025-09-19,141.87
2025-09-22,145.66
2025-09-23,142.37
2025-09-24,147.94
2025-09-25,150.0
2025-09-26,150.36
2025-09-29,149.28
2025-09-30,150.5
2025-10-09,149.35
2025-10-10,141.19
2025-10-13,137.71
2025-10-14,131.1
2025-10-15,133.3
2025-10-16,132.15
2025-10-17,126.71
2025-10-20,126.64
2025-10-21,129.24
